index,date of death,name,age,bio,cause of death,Unnamed: 5,Unnamed: 6
311,2016-01-15,Daniel Joseph Bohan,74,"Canadian Roman Catholic prelate, Archbishop of Regina (since 2005)", cancer,,
312,2016-01-15,Noreen Corcoran,72,"American actress (The Girls on the Beach, Gidget Goes to Rome, Bachelor Father)", cardiopulmonary disease,,
313,2016-01-15,Dan Haggerty,74,American actor (The Life and Times of Grizzly Adams), spinal cancer,,
314,2016-01-15,Pete Huttlinger,54,"American guitarist (John Denver, LeAnn Rimes)", stroke,,
315,2016-01-15,Rex Morgan,67,American basketball player (Boston Celtics), throat cancer,,
316,2016-01-15,Aristide von Bienefeldt,56,Dutch writer.,,,
317,2016-01-15,Tunku Alif Hussein Saifuddin Al-Amin,31,Malaysian royal.,,,
318,2016-01-15,Manuel Velázquez,72,"Spanish footballer (Real Madrid, Rayo Vallecano, Málaga), winner of the 1965–66 European Cup.",,,
319,2016-01-15,P. J. Mara,73,"Irish public affairs consultant, Senator (1977–1981, 1982–1983).",,,
320,2016-01-15,Grzegorz Strouhal,73,Polish Olympic sport shooter.,,,
321,2016-01-15,Andrzej Kotkowski,75,Polish film director (Olympics 40).,,,
322,2016-01-15,Oleksandr Shevchenko,78,"Ukrainian scientist, jurist and politician, member of the Verkhovna Rada (2012–2014).",,,
323,2016-01-15,Marie L. Garibaldi,81,"American judge, first woman to serve on the New Jersey Supreme Court",,,
324,2016-01-15,Anil Ganguly,82,"Indian film director (Kora Kagaz, Tapasya)",,,
325,2016-01-15,Buzzy Wilkinson,83,American basketball player (Virginia Cavaliers).,,,
326,2016-01-15,Avrom Isaacs,89,Canadian art dealer.,,,
327,2016-01-15,Peter Atteslander,89,Swiss sociologist.,,,
328,2016-01-15,John J. Pruis,92,"American educator, President of Ball State University (1968–1978)",,,
329,2016-01-15,Robin Fletcher,93,"British academic administrator and field hockey player, Olympic bronze medallist (1952)",,,
330,2016-01-15,Alexandre Reza,93,Russian-born French jeweler.,,,
331,2016-01-15,James Birren,97,American gerontologist.,,,
332,2016-01-15,Robert Darène,102,French actor (The Cage).,,,
333,2016-01-16,Gary Loizzo,70,American singer (The American Breed), pancreatic cancer,,
334,2016-01-16,Joe Hergert,79,American football player (Buffalo Bills).,,,
335,2016-01-16,Georgie Lamon,81,Swiss politician.,,,
336,2016-01-16,John Mills,85,Canadian writer.,,,
337,2016-01-16,Joan Balzar,87,Canadian artist.,,,
338,2016-01-16,Rudy Migay,87,Canadian ice hockey player (Toronto Maple Leafs).,,,
339,2016-01-16,Lloyd Rudolph,88,American political scientist.,,,
340,2016-01-16,Leonidas B. Young II,62,"American politician, Mayor of Richmond, Virginia (1994–1996).",,,
341,2016-01-16,Jean-Noël Rey,66,"Swiss businessman, CEO of Swiss Post",,,
342,2016-01-16,Thor Furulund,72,Norwegian painter.,,,
343,2016-01-16,Ted Marchibroda,84,"American football player (Pittsburgh Steelers, Chicago Cardinals) and coach (Baltimore Colts, Baltimore Ravens).",,,
344,2016-01-16,Bob Harkey,85,American racecar driver (USAC).,,,
345,2016-01-16,Carmelau Monestime,86,"Haitian-born American activist and radio broadcaster, pioneer of Haitian Creole radio in South Florida",,,
346,2016-01-16,Theodor Danetti,89,Romanian stage and film actor.,,,
347,2016-01-16,Ananda Chandra Dutta,92,Indian botanist.,,,
348,2016-01-16,Joannis Avramidis,93,Georgian-born Austrian sculptor.,,,
349,2016-01-16,Hubert Giraud,94,French songwriter.,,,
350,2016-01-17,Olamide David,14,Nigerian actor, abdominal injury,,
351,2016-01-17,Dale Griffin,67,British drummer (Mott the Hoople), Alzheimer's disease,,
352,2016-01-17,Sherron Mills,44,American basketball player (BCM Gravelines), amyotrophic lateral sclerosis,,
353,2016-01-17,Carina Jaarnek,53,Swedish singer and Dansband artist, cerebral haemorrhage,,
354,2016-01-17,Gulch,31,American thoroughbred racehorse, euthanised due to complications from cancer,,
355,2016-01-17,Mic Gillette,64,American brass player (Tower of Power), heart attack,,
356,2016-01-17,Ramblin' Lou Schriver,86,American country musician and radio broadcaster (WXRL), heart disease,,
357,2016-01-17,Blowfly,76,American musician and producer, liver cancer,,
358,2016-01-17,Angus Ross,59,Scottish darts player, pancreatic cancer,,
359,2016-01-17,Mondli Cele,26,South African footballer, traffic collision,,
360,2016-01-17,Stephen Levine,78,American poet.,,,
361,2016-01-17,Jules Le Lievre,82,"New Zealand rugby union player (Canterbury, national team)",,,
362,2016-01-17,Raymond Laborde,88,American politician.,,,
363,2016-01-17,Melvin Day,92,New Zealand artist.,,,
364,2016-01-17,Francis B. Schulte,89,"American Roman Catholic prelate, Archbishop of New Orleans (1988–2001)",,,
365,2016-01-17,Reza Ahadi,53,Iranian football player and coach.,,,
366,2016-01-17,John Taihuttu,61,"Dutch footballer (VVV, Fortuna Sittard)",,,
367,2016-01-17,Mike Sharpe,64,Canadian professional wrestler (WWF).,,,
368,2016-01-17,Peggy Anderson,77,American author and journalist (The Philadelphia Inquirer).,,,
369,2016-01-17,V. Rama Rao,80,"Indian politician, Governor of Sikkim (2002–2007)",,,
370,2016-01-17,Billy Quinn,80,Irish hurler.,,,
371,2016-01-17,Ion Panțuru,81,"Romanian bobsledder, Olympic bronze medalist (1968)",,,
372,2016-01-17,Geethapriya,83,Indian director (Mannina Maga).,,,
373,2016-01-17,Jenő Váncsa,87,"Hungarian politician, Minister of Agriculture and Food (1980–1989)",,,
374,2016-01-17,Delphine Parrott,87,British immunologist.,,,
375,2016-01-17,Sudhindra Thirtha,89,Indian Hindu religious leader.,,,
376,2016-01-17,Josef Rösch,90,Czech-born American radiologist.,,,
377,2016-01-17,Jo De Winter,94,"American actress (Gloria, Dirty Harry, Bird).",,,
378,2016-01-17,Gottfried Honegger,98,Swiss artist and graphic designer.,,,
379,2016-01-18,Mike MacDowel,83,British racing driver (Cooper), cancer,,
380,2016-01-18,Glenn Frey,67,"American songwriter, musician (Eagles) and actor (Jerry Maguire)", complications following intestinal surgery,,
381,2016-01-18,Leila Alaoui,33,French-born Moroccan artist and photographer, injuries sustained from 2016 Ouagadougou attacks,,
382,2016-01-18,T. S. Sinnathuray,85,Singaporean Supreme Court judge, pneumonia,,
383,2016-01-18,Pierre DesRuisseaux,70,Canadian poet.,,,
384,2016-01-18,Bharat Shah,70,Indian cricketer.,,,
385,2016-01-18,Asha Patil,79,Indian actress.,,,
386,2016-01-18,William Morgan,85,American architect.,,,
387,2016-01-18,Karsten Isachsen,71,"Norwegian priest, author and public speaker",,,
388,2016-01-18,Andy Dog Johnson,57,"British artist, designer of many The The record sleeves",,,
389,2016-01-18,Pablo Manavello,65,Italian-born Venezuelan musician.,,,
390,2016-01-18,Oleksiy Logvynenko,69,Ukrainian translator (The Catcher in the Rye).,,,
391,2016-01-18,Armando Loaiza,72,"Bolivian diplomat and politician, Foreign Minister (2005–2006)",,,
392,2016-01-18,Lars Roar Langslet,79,"Norwegian politician, Minister of Culture and Science (1982–1986)",,,
393,2016-01-18,Nicolaus Zwetnow,86,Norwegian sport shooter.,,,
394,2016-01-18,Terence Cook,88,Welsh rugby union and rugby league footballer.,,,
395,2016-01-18,Antonella Steni,89,"Italian actress (The Tiger and the Pussycat, Kaputt Mundi, Nel sole).",,,
396,2016-01-18,António de Almeida Santos,89,"Portuguese lawyer and politician, President of Assembly of the Republic (1995–2002)",,,
397,2016-01-18,Michel Tournier,91,"French writer (Friday, or, The Other Island, The Erl-King).",,,
398,2016-01-18,Johnny Bach,91,"American basketball player (Boston Celtics) and coach (Fordham University, Penn State, Chicago Bulls).",,,
399,2016-01-18,Loredana,91,"Italian actress (Immigrants, The King's Jester, La Fornarina).",,,
400,2016-01-18,Else Marie Pade,91,Danish composer.,,,
401,2016-01-19,Robert M. Carter,73,British-born Australian marine geologist and climate sceptic, complications from a heart attack,,
402,2016-01-19,"Sheila Sim, Lady Attenborough",93,"English actress (A Canterbury Tale, Pandora and the Flying Dutchman, West of Zanzibar)", dementia,,
403,2016-01-19,William Y. Smith,90,American air force general, heart failure,,
404,2016-01-19,Yasutaro Koide,112,"Japanese supercentenarian, world's oldest living man", heart failure and pneumonia,,
405,2016-01-19,Lou Michaels,80,"American football player (Los Angeles Rams, Pittsburgh Steelers, Baltimore Colts)", pancreatic cancer,,
406,2016-01-19,Frank Sullivan,85,"American baseball player (Boston Red Sox, Philadelphia Phillies, Minnesota Twins)", pneumonia,,
407,2016-01-19,William G. Bowdler,91,"American diplomat, Ambassador to South Africa (1975–1978)",,,
408,2016-01-19,Joachim Fernandez,43,Senegalese footballer.,,,
409,2016-01-19,John Corcoran,56,Irish sports administrator.,,,
410,2016-01-19,M. K. A. D. S. Gunawardana,68,"Sri Lankan politician, Minister of Land (since 2015)",,,
411,2016-01-19,Max Nijman,74,Surinamese singer.,,,
412,2016-01-19,Jean-Philippe Douin,75,"French military officer, Chief of the Defence Staff (1995–1998)",,,
413,2016-01-19,Micole Mercurio,77,"American actress (Flashdance, What Lies Beneath, The Client).",,,
414,2016-01-19,Ettore Scola,84,"Italian film director and screenwriter (We All Loved Each Other So Much, A Special Day, Le Bal).",,,
415,2016-01-19,Richard Levins,85,American mathematical ecologist and population geneticist.,,,
416,2016-01-19,Claude Lefebvre,86,"Canadian politician, Mayor of Laval, Quebec (1981–1989).",,,
417,2016-01-19,Forrest McDonald,89,American historian and constitutional scholar.,,,
418,2016-01-19,Laurence Lerner,90,South African-born British literary critic.,,,
419,2016-01-19,Antonia Churchill,96,American Olympic sailor (1936).,,,
420,2016-01-19,Sylvia McLaughlin,99,"American environmentalist, co-founder of Save the Bay",,,
421,2016-01-19,Samuel Odulana Odungade I,101,"Nigerian royal, Olubadan of Ibadan (since 2007)",,,
422,2016-01-20,Kingmambo,25,American-bred French thoroughbred racehorse, euthanised ,,
423,2016-01-20,Arch,21,"American Thoroughbred racehorse, winner of the Super Derby (1998) and Fayette Stakes (1998)", heart attack,,
424,2016-01-20,David G. Hartwell,74,"American editor, publisher and critic", injuries from a fall,,
425,2016-01-20,Bud Beardmore,76,American lacrosse coach (Maryland), Parkinson's disease,,
426,2016-01-20,Edward Yourdon,72,American computer scientist.,,,
427,2016-01-20,Ronald Greenwald,82,American rabbi.,,,
428,2016-01-20,Subrata Bose,83,Indian politician.,,,
429,2016-01-20,Herbert L. Abrams,95,American physician.,,,
430,2016-01-20,Edmonde Charles-Roux,95,French writer.,,,
431,2016-01-20,Lee Abramson,45,American composer and musician.,,,
432,2016-01-20,Bairbre Dowling,62,"Irish actress (Zardoz, The Dead, War of the Buttons).",,,
433,2016-01-20,Brian Key,68,"British politician, MEP for Yorkshire South (1979–1984)",,,
434,2016-01-20,Mykolas Burokevičius,88,"Lithuanian politician, member of the Politburo of the CPSU Central Committee",,,
435,2016-01-20,Eva Schorr,88,German painter and composer.,,,
436,2016-01-20,Chang Yung-fa,88,Taiwanese businessman (Evergreen Group).,,,
437,2016-01-20,Stuart Cowden,90,English footballer (Stoke City).,,,
438,2016-01-20,Constance Beresford-Howe,93,Canadian novelist.,,,
439,2016-01-20,"George Weidenfeld, Baron Weidenfeld",96,"Austrian-born British publisher, philanthropist, and newspaper columnist.",,,
440,2016-01-20,Hung-ta Chang,102,Chinese botanist.,,,
441,2016-01-21,Mrinalini Sarabhai,97,Indian classical dancer, choreographer and instructor,,
442,2016-01-21,Derrick Todd Lee,47,American convicted serial killer, heart disease,,
443,2016-01-21,Francis Seow,87,Singapore-born American writer and political refugee, pneumonia,,
444,2016-01-21,Cabot Lyford,90,American sculptor, pulmonary distress,,
445,2016-01-21,Bogusław Kaczyński,73,Polish classical music journalist, stroke,,
446,2016-01-21,Robert Sassone,37,French road racing cyclist, suicide,,
447,2016-01-21,Ron Collins,59,Canadian curler.,,,
448,2016-01-21,Gérard Kamanda wa Kamanda,75,Congolese politician.,,,
449,2016-01-21,Richard Klinkhamer,78,Dutch writer.,,,
450,2016-01-21,Bill Johnson,55,"American alpine skier, Olympic champion (1984)",,,
451,2016-01-21,Michael Sheringham,67,English literary academic.,,,
452,2016-01-21,Garnet Richardson,82,"Canadian curler, world champion (1959, 1960, 1962, 1963).",,,
453,2016-01-21,Robert Tuggle,82,American writer and archivist.,,,
454,2016-01-21,Ron Southern,85,Canadian businessman (ATCO).,,,
455,2016-01-21,Gerald Williams,86,Welsh tennis commentator.,,,
456,2016-01-21,Val Sears,88,Canadian journalist (Toronto Star).,,,
457,2016-01-21,Andrew J. Hinshaw,92,"American politician, member of the United States House of Representative from California's 39th and 40th congressional districts (1973–1977)",,,
458,2016-01-21,Jerker Porath,94,Swedish biochemist.,,,
459,2016-01-21,Stephanie Rader,100,American spy.,,,
460,2016-01-21,Harrison McIntosh,101,American ceramicist.,,,
461,2016-01-22,Kamer Genç,75,"Turkish politician, member of the Grand National Assembly (1987–2015)", cancer,,
462,2016-01-22,"Cecil Parkinson, Baron Parkinson",84,"British politician, cabinet minister", cancer,,
463,2016-01-22,John Dowie,60,Scottish footballer (Fulham, Celtic),,
464,2016-01-22,Storm Flag Flying,16,American thoroughbred racehorse, foaling complications,,
465,2016-01-22,Shankar Ghosh,80,Indian tabla player, pneumonia,,
466,2016-01-22,John Farris,75,American author.,,,
467,2016-01-22,Ryuichi Doi,76,Japanese politician.,,,
468,2016-01-22,Bill Groom,81,Canadian curler.,,,
469,2016-01-22,Tom Aidala,82,American architect.,,,
470,2016-01-22,Ian Murray,83,Scottish Roman Catholic prelate,,,
471,2016-01-22,Waymond C. Huggins,88,American politician.,,,
472,2016-01-22,Robert Pickus,92,American activist.,,,
473,2016-01-22,Raymond Rock,93,Canadian politician.,,,
474,2016-01-22,Sarah,15,American zoo cheetah.,,,
475,2016-01-22,Rik Wilson,53,American ice hockey player (St. Louis Blues).,,,
476,2016-01-22,Miloslav Ransdorf,62,"Czech politician, MEP (since 2004)",,,
477,2016-01-22,Constantin Mihail,70,Romanian track and field coach.,,,
478,2016-01-22,Mikhail Odnoralov,71,Russian-born American painter.,,,
479,2016-01-22,Homayoun Behzadi,73,"Iranian football player (Shahin, Paykan, national team) and coach (Persepolis), Asian Champion (1968, 1972).",,,
480,2016-01-22,Pete Carmichael,74,American football coach (Jacksonville Jaguars).,,,
481,2016-01-22,Tommy Bryceland,76,"Scottish footballer (St Mirren, Norwich, Oldham).",,,
482,2016-01-22,Juan Manuel Ley,82,Mexican businessman (Casa Ley).,,,
483,2016-01-22,Tahsin Yücel,83,Turkish writer.,,,
484,2016-01-22,Fred Bruney,84,American football player (Boston Patriots).,,,
485,2016-01-22,Abolhassan Najafi,86,Iranian writer and translator.,,,
486,2016-01-22,Eugene Borowitz,91,American rabbi and philosopher.,,,
487,2016-01-22,Denise Newman,91,British Olympic diver (1948).,,,
488,2016-01-22,Lois Ramsey,93,"Australian actress (The Box, Prisoner)",,,
489,2016-01-22,Anthony Simmons,93,"British screenwriter and film director (The Optimists of Nine Elms, Black Joy)",,,
490,2016-01-22,Paul Augustin Aizpiri,96,French artist.,,,
491,2016-01-23,Antony Emerson,52,Australian tennis player, cancer,,
492,2016-01-23,Jennifer Guinness,78,Irish socialite and kidnapping victim, cancer,,
493,2016-01-23,Archie Gouldie,79,Canadian professional wrestler, complications from hip surgery,,
494,2016-01-23,Walt Williams,72,"American baseball player (Chicago White Sox, Cleveland Indians, New York Yankees)", heart attack,,
495,2016-01-23,Jimmy Bain,68,"Scottish bassist (Rainbow, Dio)", lung cancer,,
496,2016-01-23,Pablo Contessi,,"Paraguayan doctor and politician, Governor of Presidente Hayes Department (since 2013)", traffic collision,,
497,2016-01-23,Cadalack Ron,34,American rapper.,drug overdose,,
498,2016-01-23,Sofía Gandarias,58,Spanish painter.,,,
499,2016-01-23,Hugh Mortimer,66,British diplomat.,,,
500,2016-01-23,Grahame Hodgson,79,Welsh rugby union player (national team).,,,
501,2016-01-23,R. Clayton McWhorter,82,American businessman and philanthropist.,,,
502,2016-01-23,Bernard Quennehen,85,French racing cyclist.,,,
503,2016-01-23,Lela Autio,88,American painter.,,,
504,2016-01-23,Marie Mahoney,91,American baseball player (AAGBPL).,,,
505,2016-01-23,Espectrito,49,"Mexican professional wrestler (WWF, AAA)",,,
506,2016-01-23,Koichi Sekimoto,37,Japanese footballer (Sagan Tosu).,,,
507,2016-01-23,Nikolay Abramov,54,Russian Vepsian writer and translator.,,,
508,2016-01-23,Josip Friščić,66,"Croatian politician, Vice President of Parliament (2008–2011)",,,
509,2016-01-23,George Sefcik,76,"American football coach (Cincinnati Bengals, New York Giants, Atlanta Falcons).",,,
510,2016-01-23,A. C. Jose,78,"Indian politician, Speaker of Kerala Legislature (1982), member of Parliament (1996–1997, 1998–2004).",,,
511,2016-01-23,Barry Brickell,80,New Zealand ceramic artist.,,,
512,2016-01-23,Elisabeta Polihroniade,80,Romanian chess Woman Grandmaster (1982) and International Arbiter.,,,
